開国	名詞,サ変接続,*,*,*,*,開国,カイコク,カイコク
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
チャレンジ	名詞,サ変接続,*,*,*,*,チャレンジ,チャレンジ,チャレンジ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
、	記号,読点,*,*,*,*,、,、,、
自由度	名詞,固有名詞,一般,*,*,*,自由度,ジユウド,ジユウド
の	助詞,連体化,*,*,*,*,の,ノ,ノ
高い	形容詞,自立,*,*,形容詞・アウオ段,基本形,高い,タカイ,タカイ
「	記号,括弧開,*,*,*,*,「,「,「
地方創生	名詞,固有名詞,一般,*,*,*,地方創生,チホウソウセイ,チホウソウセイ
交付金	名詞,固有名詞,一般,*,*,*,交付金,コウフキン,コウフキン
」	記号,括弧閉,*,*,*,*,」,」,」
によって	助詞,格助詞,連語,*,*,*,によって,ニヨッテ,ニヨッテ
応援	名詞,サ変接続,*,*,*,*,応援,オウエン,オーエン
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
地方	名詞,一般,*,*,*,*,地方,チホウ,チホー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
発意	名詞,サ変接続,*,*,*,*,発意,ハツイ,ハツイ
による	助詞,格助詞,連語,*,*,*,による,ニヨル,ニヨル
、	記号,読点,*,*,*,*,、,、,、
地方	名詞,一般,*,*,*,*,地方,チホウ,チホー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
分権	名詞,一般,*,*,*,*,分権,ブンケン,ブンケン
改革	名詞,サ変接続,*,*,*,*,改革,カイカク,カイカク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
進め	動詞,自立,*,*,一段,連用形,進める,ススメ,ススメ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
自治体	名詞,一般,*,*,*,*,自治体,ジチタイ,ジチタイ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
地方版	名詞,固有名詞,一般,*,*,*,地方版,チホウバン,チホウバン
ハローワーク	名詞,固有名詞,組織,*,*,*,ハローワーク,ハローワーク,ハローワーク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
設置	名詞,サ変接続,*,*,*,*,設置,セッチ,セッチ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
住民	名詞,一般,*,*,*,*,住民,ジュウミン,ジューミン
相談	名詞,サ変接続,*,*,*,*,相談,ソウダン,ソーダン
や	助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
企業	名詞,一般,*,*,*,*,企業,キギョウ,キギョー
支援	名詞,サ変接続,*,*,*,*,支援,シエン,シエン
と	助詞,並立助詞,*,*,*,*,と,ト,ト
一体	名詞,一般,*,*,*,*,一体,イッタイ,イッタイ
と	助詞,格助詞,一般,*,*,*,と,ト,ト
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
職業	名詞,一般,*,*,*,*,職業,ショクギョウ,ショクギョー
紹介	名詞,サ変接続,*,*,*,*,紹介,ショウカイ,ショーカイ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
行える	動詞,自立,*,*,一段,基本形,行える,オコナエル,オコナエル
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
アベノミクス	名詞,固有名詞,一般,*,*,*,Abenomics,アベノミクス,アベノミクス
によって	助詞,格助詞,連語,*,*,*,によって,ニヨッテ,ニヨッテ
、	記号,読点,*,*,*,*,、,、,、
来年度	名詞,副詞可能,*,*,*,*,来年度,ライネンド,ライネンド
の	助詞,連体化,*,*,*,*,の,ノ,ノ
地方	名詞,一般,*,*,*,*,地方,チホウ,チホー
税収	名詞,一般,*,*,*,*,税収,ゼイシュウ,ゼイシュー
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
政権交代	名詞,固有名詞,一般,*,*,*,政権交代,セイケンコウタイ,セイケンコウタイ
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
五	名詞,数,*,*,*,*,五,ゴ,ゴ
兆	名詞,数,*,*,*,*,兆,チョウ,チョー
円	名詞,接尾,助数詞,*,*,*,円,エン,エン
以上	名詞,非自立,副詞可能,*,*,*,以上,イジョウ,イジョー
増加	名詞,サ変接続,*,*,*,*,増加,ゾウカ,ゾーカ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
過去	名詞,副詞可能,*,*,*,*,過去,カコ,カコ
最高	名詞,一般,*,*,*,*,最高,サイコウ,サイコー
と	助詞,格助詞,一般,*,*,*,と,ト,ト
なり	動詞,自立,*,*,五段・ラ行,連用形,なる,ナリ,ナリ
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
この	連体詞,*,*,*,*,*,この,コノ,コノ
果実	名詞,一般,*,*,*,*,果実,カジツ,カジツ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
全国	名詞,一般,*,*,*,*,全国,ゼンコク,ゼンコク
津々浦々	名詞,副詞可能,*,*,*,*,津々浦々,ツツウラウラ,ツツウラウラ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ
届け	名詞,一般,*,*,*,*,届け,トドケ,トドケ
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
。	記号,句点,*,*,*,*,。,。,。
消費税率	名詞,固有名詞,一般,*,*,*,消費税率,ショウヒゼイリツ,ショウヒゼイリツ
引上げ	名詞,サ変接続,*,*,*,*,引上げ,ヒキアゲ,ヒキアゲ
時	名詞,接尾,副詞可能,*,*,*,時,ジ,ジ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
、	記号,読点,*,*,*,*,、,、,、
地方法人税	名詞,固有名詞,一般,*,*,*,地方法人税,チホウホウジンゼイ,チホウホウジンゼイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
拡充	名詞,サ変接続,*,*,*,*,拡充,カクジュウ,カクジュー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
都市	名詞,一般,*,*,*,*,都市,トシ,トシ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
偏り	名詞,一般,*,*,*,*,偏り,カタヨリ,カタヨリ
がち	名詞,接尾,形容動詞語幹,*,*,*,がち,ガチ,ガチ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
税収	名詞,一般,*,*,*,*,税収,ゼイシュウ,ゼイシュー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
再	接頭詞,名詞接続,*,*,*,*,再,サイ,サイ
分配	名詞,サ変接続,*,*,*,*,分配,ブンパイ,ブンパイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
行う	動詞,自立,*,*,五段・ワ行促音便,基本形,行う,オコナウ,オコナウ
こと	名詞,非自立,一般,*,*,*,こと,コト,コト
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
、	記号,読点,*,*,*,*,、,、,、
過疎	名詞,一般,*,*,*,*,過疎,カソ,カソ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
直面	名詞,サ変接続,*,*,*,*,直面,チョクメン,チョクメン
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
地方	名詞,一般,*,*,*,*,地方,チホウ,チホー
で	助詞,格助詞,一般,*,*,*,で,デ,デ
も	助詞,係助詞,*,*,*,*,も,モ,モ
、	記号,読点,*,*,*,*,、,、,、
財源	名詞,一般,*,*,*,*,財源,ザイゲン,ザイゲン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
しっかり	副詞,助詞類接続,*,*,*,*,しっかり,シッカリ,シッカリ
と	助詞,副詞化,*,*,*,*,と,ト,ト
確保	名詞,サ変接続,*,*,*,*,確保,カクホ,カクホ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
まいり	動詞,非自立,*,*,五段・ラ行,連用形,まいる,マイリ,マイリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
企業	名詞,一般,*,*,*,*,企業,キギョウ,キギョー
版	名詞,接尾,一般,*,*,*,版,バン,バン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ふるさと納税制度	名詞,固有名詞,一般,*,*,*,ふるさと納税制度,フルサトノウゼイセイド,フルサトノウゼイセイド
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
スタート	名詞,サ変接続,*,*,*,*,スタート,スタート,スタート
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
民間	名詞,一般,*,*,*,*,民間,ミンカン,ミンカン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
力	名詞,一般,*,*,*,*,力,チカラ,チカラ
も	助詞,係助詞,*,*,*,*,も,モ,モ
大いに	副詞,一般,*,*,*,*,大いに,オオイニ,オーイニ
活かし	動詞,自立,*,*,五段・サ行,連用形,活かす,イカシ,イカシ
ながら	助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ
、	記号,読点,*,*,*,*,、,、,、
ダイナミック	名詞,形容動詞語幹,*,*,*,*,ダイナミック,ダイナミック,ダイナミック
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
地方創生	名詞,固有名詞,一般,*,*,*,地方創生,チホウソウセイ,チホウソウセイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
進め	動詞,自立,*,*,一段,連用形,進める,ススメ,ススメ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
まいり	動詞,非自立,*,*,五段・ラ行,連用形,まいる,マイリ,マイリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
安全	名詞,形容動詞語幹,*,*,*,*,安全,アンゼン,アンゼン
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
安心	名詞,形容動詞語幹,*,*,*,*,安心,アンシン,アンシン
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
暮らし	名詞,一般,*,*,*,*,暮らし,クラシ,クラシ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
守る	動詞,自立,*,*,五段・ラ行,基本形,守る,マモル,マモル
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ
、	記号,読点,*,*,*,*,、,、,、
サイバー犯罪	名詞,固有名詞,一般,*,*,*,サイバー犯罪,サイバーハンザイ,サイバーハンザイ
、	記号,読点,*,*,*,*,、,、,、
サイバー攻撃	名詞,固有名詞,一般,*,*,*,サイバー攻撃,サイバーコウゲキ,サイバーコウゲキ
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
対策	名詞,サ変接続,*,*,*,*,対策,タイサク,タイサク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
強化	名詞,サ変接続,*,*,*,*,強化,キョウカ,キョーカ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
高齢者	名詞,固有名詞,一般,*,*,*,高齢者,コウレイシャ,コウレイシャ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
狙っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,狙う,ネラッ,ネラッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
悪質商法	名詞,固有名詞,一般,*,*,*,悪質商法,アクシツショウホウ,アクシツショウホー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
規制	名詞,サ変接続,*,*,*,*,規制,キセイ,キセイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
強化	名詞,サ変接続,*,*,*,*,強化,キョウカ,キョーカ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
消費者	名詞,固有名詞,一般,*,*,*,消費者,ショウヒシャ,ショウヒシャ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
迅速	名詞,形容動詞語幹,*,*,*,*,迅速,ジンソク,ジンソク
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
救済	名詞,サ変接続,*,*,*,*,救済,キュウサイ,キューサイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
図り	動詞,自立,*,*,五段・ラ行,連用形,図る,ハカリ,ハカリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
基礎	名詞,一般,*,*,*,*,基礎,キソ,キソ
ぐい	名詞,一般,*,*,*,*,*
工事	名詞,サ変接続,*,*,*,*,工事,コウジ,コージ
問題	名詞,ナイ形容詞語幹,*,*,*,*,問題,モンダイ,モンダイ
について	助詞,格助詞,連語,*,*,*,について,ニツイテ,ニツイテ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
再発	名詞,サ変接続,*,*,*,*,再発,サイハツ,サイハツ
防止	名詞,サ変接続,*,*,*,*,防止,ボウシ,ボーシ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
向け	動詞,自立,*,*,一段,連用形,向ける,ムケ,ムケ
、	記号,読点,*,*,*,*,、,、,、
明確	名詞,形容動詞語幹,*,*,*,*,明確,メイカク,メイカク
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
ルール	名詞,一般,*,*,*,*,ルール,ルール,ルール
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
創り	動詞,自立,*,*,五段・ラ行,連用形,創る,ツクリ,ツクリ
、	記号,読点,*,*,*,*,、,、,、
適切	名詞,形容動詞語幹,*,*,*,*,適切,テキセツ,テキセツ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
施工	名詞,サ変接続,*,*,*,*,施工,シコウ,シコー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
行わ	動詞,自立,*,*,五段・ワ行促音便,未然形,行う,オコナワ,オコナワ
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル
体制	名詞,一般,*,*,*,*,体制,タイセイ,タイセイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
整備	名詞,サ変接続,*,*,*,*,整備,セイビ,セイビ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
先般	名詞,副詞可能,*,*,*,*,先般,センパン,センパン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
スキー	名詞,一般,*,*,*,*,スキー,スキー,スキー
バス	名詞,一般,*,*,*,*,バス,バス,バス
の	助詞,連体化,*,*,*,*,の,ノ,ノ
事故	名詞,一般,*,*,*,*,事故,ジコ,ジコ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
多く	名詞,副詞可能,*,*,*,*,多く,オオク,オーク
の	助詞,連体化,*,*,*,*,の,ノ,ノ
未来	名詞,一般,*,*,*,*,未来,ミライ,ミライ
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル
若者たち	名詞,固有名詞,一般,*,*,*,若者たち,ワカモノタチ,ワカモノタチ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
命	名詞,一般,*,*,*,*,命,イノチ,イノチ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
絶た	動詞,自立,*,*,五段・タ行,未然形,絶つ,タタ,タタ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
亡くなら	動詞,自立,*,*,五段・ラ行,未然形,亡くなる,ナクナラ,ナクナラ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
方々	名詞,一般,*,*,*,*,方々,カタガタ,カタガタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
御	接頭詞,名詞接続,*,*,*,*,御,ゴ,ゴ
冥福	名詞,一般,*,*,*,*,冥福,メイフク,メイフク
と	助詞,並立助詞,*,*,*,*,と,ト,ト
、	記号,読点,*,*,*,*,、,、,、
負傷	名詞,サ変接続,*,*,*,*,負傷,フショウ,フショー
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
方々	名詞,一般,*,*,*,*,方々,カタガタ,カタガタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
一	名詞,数,*,*,*,*,一,イチ,イチ
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ
も	助詞,係助詞,*,*,*,*,も,モ,モ
早い	形容詞,自立,*,*,形容詞・アウオ段,基本形,早い,ハヤイ,ハヤイ
回復	名詞,サ変接続,*,*,*,*,回復,カイフク,カイフク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
、	記号,読点,*,*,*,*,、,、,、
心	名詞,一般,*,*,*,*,心,ココロ,ココロ
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ
お祈り	名詞,サ変接続,*,*,*,*,お祈り,オイノリ,オイノリ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
徹底	名詞,サ変接続,*,*,*,*,徹底,テッテイ,テッテイ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
原因	名詞,一般,*,*,*,*,原因,ゲンイン,ゲンイン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
究明	名詞,サ変接続,*,*,*,*,究明,キュウメイ,キューメイ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
悲劇	名詞,一般,*,*,*,*,悲劇,ヒゲキ,ヒゲキ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
二度と	副詞,一般,*,*,*,*,二度と,ニドト,ニドト
繰り返さ	動詞,自立,*,*,五段・サ行,未然形,繰り返す,クリカエサ,クリカエサ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ
万全	名詞,形容動詞語幹,*,*,*,*,万全,バンゼン,バンゼン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
対策	名詞,サ変接続,*,*,*,*,対策,タイサク,タイサク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
講じ	動詞,自立,*,*,一段,連用形,講じる,コウジ,コージ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
昨年	名詞,副詞可能,*,*,*,*,昨年,サクネン,サクネン
も	助詞,係助詞,*,*,*,*,も,モ,モ
関東	名詞,固有名詞,地域,一般,*,*,関東,カントウ,カントー
・	記号,一般,*,*,*,*,・,・,・
東北	名詞,固有名詞,地域,一般,*,*,東北,トウホク,トーホク
豪雨	名詞,一般,*,*,*,*,豪雨,ゴウウ,ゴーウ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
始め	名詞,副詞可能,*,*,*,*,始め,ハジメ,ハジメ
自然災害	名詞,固有名詞,一般,*,*,*,自然災害,シゼンサイガイ,シゼンサイガイ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
相次ぎ	動詞,自立,*,*,五段・ガ行,連用形,相次ぐ,アイツギ,アイツギ
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
堤防	名詞,一般,*,*,*,*,堤防,テイボウ,テイボー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
強化	名詞,サ変接続,*,*,*,*,強化,キョウカ,キョーカ
対策	名詞,サ変接続,*,*,*,*,対策,タイサク,タイサク
、	記号,読点,*,*,*,*,、,、,、
避難訓練	名詞,固有名詞,一般,*,*,*,避難訓練,ヒナンクンレン,ヒナンクンレン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
実施	名詞,サ変接続,*,*,*,*,実施,ジッシ,ジッシ
、	記号,読点,*,*,*,*,、,、,、
的確	名詞,形容動詞語幹,*,*,*,*,的確,テキカク,テキカク
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
防災	名詞,サ変接続,*,*,*,*,防災,ボウサイ,ボーサイ
情報	名詞,一般,*,*,*,*,情報,ジョウホウ,ジョーホー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
提供	名詞,サ変接続,*,*,*,*,提供,テイキョウ,テイキョー
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
、	記号,読点,*,*,*,*,、,、,、
