まず	副詞,一般,*,*,*,*,まず,マズ,マズ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
訳	名詞,非自立,一般,*,*,*,訳,ワケ,ワケ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
あり	動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ
ませ	助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ
ん	助動詞,*,*,*,不変化型,基本形,ん,ン,ン
。	記号,句点,*,*,*,*,。,。,。
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ
こそ	助詞,係助詞,*,*,*,*,こそ,コソ,コソ
、	記号,読点,*,*,*,*,、,、,、
国民	名詞,一般,*,*,*,*,国民,コクミン,コクミン
と共に	助詞,格助詞,連語,*,*,*,と共に,トトモニ,トトモニ
、	記号,読点,*,*,*,*,、,、,、
この道	名詞,固有名詞,一般,*,*,*,この道,コノミチ,コノミチ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
、	記号,読点,*,*,*,*,、,、,、
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
向かっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,向かう,ムカッ,ムカッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
、	記号,読点,*,*,*,*,、,、,、
再び	副詞,助詞類接続,*,*,*,*,再び,フタタビ,フタタビ
歩み	動詞,自立,*,*,五段・マ行,連用形,歩む,アユミ,アユミ
出す	動詞,非自立,*,*,五段・サ行,基本形,出す,ダス,ダス
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
。	記号,句点,*,*,*,*,。,。,。
皆さん	名詞,一般,*,*,*,*,皆さん,ミナサン,ミナサン
、	記号,読点,*,*,*,*,、,、,、
「	記号,括弧開,*,*,*,*,「,「,「
戦後	名詞,副詞可能,*,*,*,*,戦後,センゴ,センゴ
以来	名詞,副詞可能,*,*,*,*,以来,イライ,イライ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
大改革	名詞,一般,*,*,*,*,大改革,ダイカイカク,ダイカイカク
」	記号,括弧閉,*,*,*,*,」,」,」
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
、	記号,読点,*,*,*,*,、,、,、
力強く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,力強い,チカラヅヨク,チカラズヨク
踏み出そ	動詞,自立,*,*,五段・サ行,未然ウ接続,踏み出す,フミダソ,フミダソ
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
あり	動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ
ませ	助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ
ん	助動詞,*,*,*,不変化型,基本形,ん,ン,ン
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
戦後	名詞,副詞可能,*,*,*,*,戦後,センゴ,センゴ
一	名詞,数,*,*,*,*,一,イチ,イチ
千	名詞,数,*,*,*,*,千,セン,セン
六	名詞,数,*,*,*,*,六,ロク,ロク
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク
万	名詞,数,*,*,*,*,万,マン,マン
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
超え	動詞,自立,*,*,一段,連用形,超える,コエ,コエ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
農業	名詞,一般,*,*,*,*,農業,ノウギョウ,ノーギョー
人口	名詞,一般,*,*,*,*,人口,ジンコウ,ジンコー
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
現在	名詞,副詞可能,*,*,*,*,現在,ゲンザイ,ゲンザイ
、	記号,読点,*,*,*,*,、,、,、
二	名詞,数,*,*,*,*,二,ニ,ニ
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク
万	名詞,数,*,*,*,*,万,マン,マン
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン
。	記号,句点,*,*,*,*,。,。,。
この	連体詞,*,*,*,*,*,この,コノ,コノ
七	名詞,数,*,*,*,*,七,ナナ,ナナ
十	名詞,数,*,*,*,*,十,ジュウ,ジュー
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン
で	助詞,格助詞,一般,*,*,*,で,デ,デ
八	名詞,数,*,*,*,*,八,ハチ,ハチ
分の	名詞,接尾,助数詞,*,*,*,分の,ブンノ,ブンノ
一	名詞,数,*,*,*,*,一,イチ,イチ
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ
減り	動詞,自立,*,*,五段・ラ行,連用形,減る,ヘリ,ヘリ
、	記号,読点,*,*,*,*,、,、,、
平均	名詞,サ変接続,*,*,*,*,平均,ヘイキン,ヘイキン
年齢	名詞,一般,*,*,*,*,年齢,ネンレイ,ネンレイ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
六	名詞,数,*,*,*,*,六,ロク,ロク
十	名詞,数,*,*,*,*,十,ジュウ,ジュー
六	名詞,数,*,*,*,*,六,ロク,ロク
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
超え	動詞,自立,*,*,一段,連用形,超える,コエ,コエ
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
もはや	副詞,助詞類接続,*,*,*,*,もはや,モハヤ,モハヤ
、	記号,読点,*,*,*,*,、,、,、
農政	名詞,一般,*,*,*,*,農政,ノウセイ,ノーセイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
大改革	名詞,一般,*,*,*,*,大改革,ダイカイカク,ダイカイカク
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
待っ	動詞,自立,*,*,五段・タ行,連用タ接続,待つ,マッ,マッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
なし	形容詞,自立,*,*,形容詞・アウオ段,文語基本形,ない,ナシ,ナシ
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あり	助動詞,*,*,*,五段・ラ行アル,連用形,ある,アリ,アリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
改革	名詞,サ変接続,*,*,*,*,改革,カイカク,カイカク
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。	記号,句点,*,*,*,*,。,。,。
強い	形容詞,自立,*,*,形容詞・アウオ段,基本形,強い,ツヨイ,ツヨイ
農業	名詞,一般,*,*,*,*,農業,ノウギョウ,ノーギョー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
創る	動詞,自立,*,*,五段・ラ行,基本形,創る,ツクル,ツクル
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
改革	名詞,サ変接続,*,*,*,*,改革,カイカク,カイカク
。	記号,句点,*,*,*,*,。,。,。
農家	名詞,一般,*,*,*,*,農家,ノウカ,ノーカ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
所得	名詞,一般,*,*,*,*,所得,ショトク,ショトク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
増やす	動詞,自立,*,*,五段・サ行,基本形,増やす,フヤス,フヤス
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
改革	名詞,サ変接続,*,*,*,*,改革,カイカク,カイカク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
進める	動詞,自立,*,*,一段,基本形,進める,ススメル,ススメル
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あり	助動詞,*,*,*,五段・ラ行アル,連用形,ある,アリ,アリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
六	名詞,数,*,*,*,*,六,ロク,ロク
十	名詞,数,*,*,*,*,十,ジュウ,ジュー
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン
ぶり	名詞,接尾,一般,*,*,*,ぶり,ブリ,ブリ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
農協	名詞,一般,*,*,*,*,農協,ノウキョウ,ノーキョー
改革	名詞,サ変接続,*,*,*,*,改革,カイカク,カイカク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
断行	名詞,サ変接続,*,*,*,*,断行,ダンコウ,ダンコー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
農協法	名詞,固有名詞,一般,*,*,*,農協法,ノウキョウホウ,ノウキョウホー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
基づく	動詞,自立,*,*,五段・カ行イ音便,基本形,基づく,モトヅク,モトズク
現行	名詞,一般,*,*,*,*,現行,ゲンコウ,ゲンコー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
中央	名詞,一般,*,*,*,*,中央,チュウオウ,チューオー
会	名詞,接尾,一般,*,*,*,会,カイ,カイ
制度	名詞,一般,*,*,*,*,制度,セイド,セイド
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
廃止	名詞,サ変接続,*,*,*,*,廃止,ハイシ,ハイシ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
全国	名詞,一般,*,*,*,*,全国,ゼンコク,ゼンコク
中央	名詞,一般,*,*,*,*,中央,チュウオウ,チューオー
会	名詞,接尾,一般,*,*,*,会,カイ,カイ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
一般社団法人	名詞,固有名詞,一般,*,*,*,一般社団法人,イッパンシャダンホウジン,イッパンシャダンホウジン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
移行	名詞,サ変接続,*,*,*,*,移行,イコウ,イコー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
農協	名詞,一般,*,*,*,*,農協,ノウキョウ,ノーキョー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
も	助詞,係助詞,*,*,*,*,も,モ,モ
会計士	名詞,一般,*,*,*,*,会計士,カイケイシ,カイケイシ
による	助詞,格助詞,連語,*,*,*,による,ニヨル,ニヨル
監査	名詞,サ変接続,*,*,*,*,監査,カンサ,カンサ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
義務付け	動詞,自立,*,*,一段,連用形,義務付ける,ギムヅケ,ギムズケ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
意欲	名詞,一般,*,*,*,*,意欲,イヨク,イヨク
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル
担い手	名詞,一般,*,*,*,*,担い手,ニナイテ,ニナイテ
と	助詞,並立助詞,*,*,*,*,と,ト,ト
地域	名詞,一般,*,*,*,*,地域,チイキ,チイキ
農協	名詞,一般,*,*,*,*,農協,ノウキョウ,ノーキョー
と	助詞,並立助詞,*,*,*,*,と,ト,ト
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
力	名詞,一般,*,*,*,*,力,チカラ,チカラ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
合わせ	動詞,自立,*,*,一段,連用形,合わせる,アワセ,アワセ
、	記号,読点,*,*,*,*,、,、,、
ブランド	名詞,一般,*,*,*,*,ブランド,ブランド,ブランド
化	名詞,接尾,サ変接続,*,*,*,化,カ,カ
や	助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
海外展開	名詞,固有名詞,一般,*,*,*,海外展開,カイガイテンカイ,カイガイテンカイ
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
農業	名詞,一般,*,*,*,*,農業,ノウギョウ,ノーギョー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
未来を	名詞,固有名詞,一般,*,*,*,未来を,ミライヲ,ミライヲ
切り	名詞,接尾,一般,*,*,*,切り,ギリ,ギリ
拓く	動詞,自立,*,*,五段・カ行イ音便,基本形,拓く,ヒラク,ヒラク
。	記号,句点,*,*,*,*,。,。,。
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー
。	記号,句点,*,*,*,*,。,。,。
これから	副詞,助詞類接続,*,*,*,*,これから,コレカラ,コレカラ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
農家	名詞,一般,*,*,*,*,農家,ノウカ,ノーカ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
皆さん	名詞,一般,*,*,*,*,皆さん,ミナサン,ミナサン
、	記号,読点,*,*,*,*,、,、,、
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
地域	名詞,一般,*,*,*,*,地域,チイキ,チイキ
農協	名詞,一般,*,*,*,*,農協,ノウキョウ,ノーキョー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
皆さん	名詞,一般,*,*,*,*,皆さん,ミナサン,ミナサン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
主役	名詞,一般,*,*,*,*,主役,シュヤク,シュヤク
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
農業委員会	名詞,固有名詞,一般,*,*,*,農業委員会,ノウギョウイインカイ,ノウギョウイインカイ
制度	名詞,一般,*,*,*,*,制度,セイド,セイド
の	助詞,連体化,*,*,*,*,の,ノ,ノ
抜本	名詞,一般,*,*,*,*,抜本,バッポン,バッポン
改革	名詞,サ変接続,*,*,*,*,改革,カイカク,カイカク
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
も	助詞,係助詞,*,*,*,*,も,モ,モ
、	記号,読点,*,*,*,*,、,、,、
初めて	副詞,一般,*,*,*,*,初めて,ハジメテ,ハジメテ
、	記号,読点,*,*,*,*,、,、,、
踏み込み	動詞,自立,*,*,五段・マ行,連用形,踏み込む,フミコミ,フミコミ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
地域	名詞,一般,*,*,*,*,地域,チイキ,チイキ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
頑張る	動詞,自立,*,*,五段・ラ行,基本形,頑張る,ガンバル,ガンバル
担い手	名詞,一般,*,*,*,*,担い手,ニナイテ,ニナイテ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
リード	名詞,サ変接続,*,*,*,*,リード,リード,リード
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
制度	名詞,一般,*,*,*,*,制度,セイド,セイド
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
と	助詞,格助詞,引用,*,*,*,と,ト,ト
改め	動詞,自立,*,*,一段,連用形,改める,アラタメ,アラタメ
、	記号,読点,*,*,*,*,、,、,、
耕作放棄地	名詞,固有名詞,一般,*,*,*,耕作放棄地,コウサクホウキチ,コウサクホウキチ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
解消	名詞,サ変接続,*,*,*,*,解消,カイショウ,カイショー
、	記号,読点,*,*,*,*,、,、,、
農地	名詞,一般,*,*,*,*,農地,ノウチ,ノーチ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
集積	名詞,サ変接続,*,*,*,*,集積,シュウセキ,シューセキ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
一層	副詞,助詞類接続,*,*,*,*,一層,イッソウ,イッソー
加速	名詞,サ変接続,*,*,*,*,加速,カソク,カソク
いたし	動詞,非自立,*,*,五段・サ行,連用形,いたす,イタシ,イタシ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
農業生産法人	名詞,固有名詞,一般,*,*,*,農業生産法人,ノウギョウセイサンホウジン,ノウギョウセイサンホウジン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
要件	名詞,一般,*,*,*,*,要件,ヨウケン,ヨーケン
緩和	名詞,サ変接続,*,*,*,*,緩和,カンワ,カンワ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
進め	動詞,自立,*,*,一段,連用形,進める,ススメ,ススメ
、	記号,読点,*,*,*,*,、,、,、
多様	名詞,形容動詞語幹,*,*,*,*,多様,タヨウ,タヨー
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
担い手	名詞,一般,*,*,*,*,担い手,ニナイテ,ニナイテ
による	助詞,格助詞,連語,*,*,*,による,ニヨル,ニヨル
農業	名詞,一般,*,*,*,*,農業,ノウギョウ,ノーギョー
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
参入	名詞,サ変接続,*,*,*,*,参入,サンニュウ,サンニュー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
促し	動詞,自立,*,*,五段・サ行,連用形,促す,ウナガシ,ウナガシ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
いわゆる	連体詞,*,*,*,*,*,いわゆる,イワユル,イワユル
「	記号,括弧開,*,*,*,*,「,「,「
減反	名詞,サ変接続,*,*,*,*,減反,ゲンタン,ゲンタン
」	記号,括弧閉,*,*,*,*,」,」,」
の	助詞,連体化,*,*,*,*,の,ノ,ノ
廃止	名詞,サ変接続,*,*,*,*,廃止,ハイシ,ハイシ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
向け	動詞,自立,*,*,一段,連用形,向ける,ムケ,ムケ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
歩み	名詞,一般,*,*,*,*,歩み,アユミ,アユミ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
更に	副詞,助詞類接続,*,*,*,*,更に,サラニ,サラニ
進め	動詞,自立,*,*,一段,連用形,進める,ススメ,ススメ
、	記号,読点,*,*,*,*,、,、,、
需要	名詞,一般,*,*,*,*,需要,ジュヨウ,ジュヨー
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル
作物	名詞,一般,*,*,*,*,作物,サクモツ,サクモツ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
振興	名詞,サ変接続,*,*,*,*,振興,シンコウ,シンコー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
農地	名詞,一般,*,*,*,*,農地,ノウチ,ノーチ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
フル	名詞,形容動詞語幹,*,*,*,*,フル,フル,フル
活用	名詞,サ変接続,*,*,*,*,活用,カツヨウ,カツヨー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
図り	動詞,自立,*,*,五段・ラ行,連用形,図る,ハカリ,ハカリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
市場	名詞,一般,*,*,*,*,市場,シジョウ,シジョー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
意識	名詞,サ変接続,*,*,*,*,意識,イシキ,イシキ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
競争力	名詞,固有名詞,一般,*,*,*,競争力,キョウソウリョク,キョウソウリョク
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル
農業	名詞,一般,*,*,*,*,農業,ノウギョウ,ノーギョー
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
と	助詞,格助詞,引用,*,*,*,と,ト,ト
、	記号,読点,*,*,*,*,、,、,、
構造改革	名詞,固有名詞,一般,*,*,*,構造改革,コウゾウカイカク,コウゾウカイカク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
進め	動詞,自立,*,*,一段,連用形,進める,ススメ,ススメ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
まいり	動詞,非自立,*,*,五段・ラ行,連用形,まいる,マイリ,マイリ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
EOS
EOS
「	記号,括弧開,*,*,*,*,「,「,「
変化	名詞,サ変接続,*,*,*,*,変化,ヘンカ,ヘンカ
こそ	助詞,係助詞,*,*,*,*,こそ,コソ,コソ
唯一	名詞,一般,*,*,*,*,唯一,ユイイツ,ユイイツ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
永遠	名詞,一般,*,*,*,*,永遠,エイエン,エイエン
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
ある	助動詞,*,*,*,五段・ラ行アル,基本形,ある,アル,アル
。	記号,句点,*,*,*,*,。,。,。
」	記号,括弧閉,*,*,*,*,」,」,」
EOS
EOS
明治時代	名詞,固有名詞,一般,*,*,*,明治時代,メイジジダイ,メイジジダイ
、	記号,読点,*,*,*,*,、,、,、
日本画	名詞,固有名詞,一般,*,*,*,日本画,ニホンガ,ニホンガ
